"UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","WEAPON13","DRUG13","LIQUOR13","WEAPON14","DRUG14","LIQUOR14","WEAPON15","DRUG15","LIQUOR15","FILTER13","FILTER14","FILTER15"
204866001,"Ohio University-Zanesville Campus","Ohio University Zanesville","1425 NEWARK RD","ZANESVILLE","OH","43701",1,"Public, 4-year or above",667,1495,2162,0,0,0,0,2,0,0,0,0,1,1,1
204884001,"Ohio Valley College of Technology","Ohio Valley College of Technology","15258 State Route 170","EAST LIVERPOOL","OH","439209585",6,"Private for-profit, 2-year",13,160,173,0,0,0,0,0,0,0,0,0,1,1,1
204893001,"Trinity Health System School of Nursing","Main Campus","380 SUMMIT AVE","STEUBENVILLE","OH","43952",5,"Private nonprofit, 2-year",7,65,72,0,0,0,0,0,0,0,1,0,1,1,1
204909001,"Ohio Wesleyan University","Main Campus","61 S SANDUSKY STREET","DELAWARE","OH","430152370",2,"Private nonprofit, 4-year or above",794,877,1671,0,25,11,0,26,8,0,13,11,1,1,1
204936001,"Otterbein University","Main Campus","1 S. Grove Street","WESTERVILLE","OH","43081",2,"Private nonprofit, 4-year or above",1030,1778,2808,0,12,14,0,8,3,1,3,3,1,1,1
204945001,"Owens Community College","Toledo Campus","30335 OREGON RD","Perrysburg","OH","435510000",4,"Public, 2-year",6075,5456,11531,0,4,0,0,1,0,0,2,0,1,1,1
204963001,"Paramount Beauty Academy","Main Campus","1745 11TH ST P.O. Box 1444","PORTSMOUTH","OH","456624527",6,"Private for-profit, 2-year",3,63,66,0,0,0,0,0,0,0,0,0,1,1,1
204981001,"Cuyahoga Valley Career Center","Main Campus","8001 Brecksville Rd","Brecksville","OH","44141",7,"Public, less-than 2-year",26,94,120,0,2,0,0,0,0,0,2,0,1,1,1
204990001,"Payne Theological Seminary","Main Campus","PO Box 474","Wilberforce","OH","453840474",2,"Private nonprofit, 4-year or above",88,86,174,0,0,0,0,0,0,0,0,0,1,1,1
205027001,"Pontifical College Josephinum","Main Campus","7625 N HIGH","COLUMBUS","OH","432351498",2,"Private nonprofit, 4-year or above",222,1,223,0,0,0,0,0,0,0,0,0,1,1,1
205054001,"Professional Skills Institute","PROFESSIONAL SKILLS INSTITUTE","1505 Holland Road","Maumee","OH","43537",6,"Private for-profit, 2-year",42,247,289,0,0,0,0,0,0,0,0,0,1,1,1
205090001,"Firelands Regional Medical Center School of Nursing","South Campus","1912 HAYES AVE","SANDUSKY","OH","448704788",5,"Private nonprofit, 2-year",12,78,90,0,1,0,0,0,0,0,0,0,1,1,1
205124001,"Rabbinical College Telshe","Main Campus","28400 EUCLID AVE","WICKLIFFE","OH","44092",2,"Private nonprofit, 4-year or above",65,0,65,0,0,0,0,0,0,0,0,0,1,1,1
205142001,"Raphael's School of Beauty Culture Inc-Niles","Main Campus","1324 YOUNGSTOWN WARREN RD","NILES","OH","44446",6,"Private for-profit, 2-year",44,83,127,0,0,0,0,0,0,0,0,0,1,1,1
205179001,"Fortis College-Centerville","FORTIS COLLEGE","555 E ALEX BELL RD","CENTERVILLE","OH","454592712",6,"Private for-profit, 2-year",179,827,1006,0,0,0,0,0,0,0,0,0,1,1,1
205203001,"University of Rio Grande","Main Campus","218 N COLLEGE AVE","RIO GRANDE","OH","45674",2,"Private nonprofit, 4-year or above",731,1346,2077,0,1,1,1,0,0,0,2,0,1,1,1
205391001,"Advertising Art Educational Services DBA School of Advertising Art","Main Campus","1725 E DAVID RD","KETTERING","OH","45440",6,"Private for-profit, 2-year",54,118,172,0,0,0,0,0,0,0,0,0,1,1,1
205443001,"Shawnee State University","Main Campus","940  2nd ST","PORTSMOUTH","OH","456624303",1,"Public, 4-year or above",1682,2199,3881,1,5,2,0,1,2,0,1,2,1,1,1
205470001,"Sinclair Community College","Dayton Campus","444 W THIRD ST","DAYTON","OH","454021460",4,"Public, 2-year",8074,10062,18136,1,13,0,0,14,1,0,8,0,1,1,1
205513001,"Gallipolis Career College","Main Campus","1176 JACKSON PKE, SUITE 312","GALLIPOLIS","OH","456312600",6,"Private for-profit, 2-year",19,65,84,0,0,0,0,0,0,0,0,0,1,1,1
205522001,"Daymar College-New Boston","Branch Campus","3879 Rhodes Ave.","New Boston","OH","456624900",6,"Private for-profit, 2-year",7,19,26,0,0,0,0,0,0,0,0,0,1,1,1
205559001,"Daymar College-Lancaster","Daymar College Columbus","2745 Winchester Pike","Columbus","OH","43232",6,"Private for-profit, 2-year",6,41,47,0,0,0,0,0,0,0,0,0,1,1,1
205568001,"Daymar College-Chillicothe","Daymar College","1410 Industrial Drive","CHILLICOTHE","OH","456013977",6,"Private for-profit, 2-year",5,42,47,0,0,0,0,0,0,0,0,0,1,1,1
205610001,"Brown Mackie College-Cincinnati","Brown Mackie College - Cincinnati","1011 GLENDALE MILFORD RD","CINCINNATI","OH","452151107",3,"Private for-profit, 4-year or above",141,455,596,0,0,0,0,0,0,0,0,0,1,1,1
205647001,"Brown Mackie College-Akron","Brown Mackie College - Akron","755 White Pond Drive Suite 101","AKRON","OH","44320",3,"Private for-profit, 4-year or above",37,265,302,0,0,0,0,0,0,0,0,0,1,1,1
205841001,"Stark State College","Main Campus","6200 FRANK AVE NW","NORTH CANTON","OH","44720",4,"Public, 2-year",5276,7369,12645,1,0,0,0,0,0,0,0,0,1,1,1
205887001,"Stautzenberger College-Maumee","Stautzenberger College - Main Campus","1796 Indian Wood Circle","Maumee","OH","43537",6,"Private for-profit, 2-year",88,562,650,0,0,0,0,0,0,0,0,0,1,1,1
205957001,"Franciscan University of Steubenville","Main Campus","1235 UNIVERSITY BLVD","STEUBENVILLE","OH","439521763",2,"Private nonprofit, 4-year or above",1105,1611,2716,0,0,0,0,0,0,0,1,0,1,1,1
205966001,"Southern State Community College","South Campus","351 Brooks-Malott Road","Mount Orab","OH","45154",4,"Public, 2-year",789,1619,2408,0,0,0,0,0,0,0,0,0,1,1,1
206011001,"Terra State Community College","Main Campus","2830 NAPOLEON RD","FREMONT","OH","434209670",4,"Public, 2-year",1264,1388,2652,0,0,0,0,0,0,0,0,0,1,1,1
206039001,"Tiffin Academy of Hair Design","Tiffin Academy of Hair Design","104 E MARKET ST","TIFFIN","OH","44883",6,"Private for-profit, 2-year",3,38,41,0,0,0,0,0,0,0,0,0,1,1,1
206048001,"Tiffin University","Tiffin Campus","155 MIAMI ST","TIFFIN","OH","44883",2,"Private nonprofit, 4-year or above",1624,1872,3496,0,0,0,0,6,2,0,1,3,1,1,1
206084001,"University of Toledo","University of Toledo","2801 West Bancroft Street","Toledo","OH","436063390",1,"Public, 4-year or above",10230,10147,20377,1,8,19,0,11,20,2,14,32,1,1,1
206154001,"Tri-State Bible College","Tri-State Bible College","506 MARGARET ST","SOUTH POINT","OH","45680",2,"Private nonprofit, 4-year or above",34,18,52,0,0,0,0,0,0,0,0,0,1,1,1
206172001,"Tri-County Adult Career Center","Main Campus","15676 St Rt 691","NELSONVILLE","OH","45764",4,"Public, 2-year",22,46,68,0,0,0,0,6,0,0,2,0,1,1,1
206181001,"Tri-Rivers Career Center","Main Campus","2222 MARION MOUNT GILEAD RD","MARION","OH","43302",7,"Public, less-than 2-year",32,80,112,0,0,0,0,1,1,0,0,0,1,1,1
206215001,"Trinity Lutheran Seminary","Main Campus","2199 E MAIN ST","COLUMBUS","OH","432092334",2,"Private nonprofit, 4-year or above",54,39,93,0,0,0,0,0,0,0,0,0,1,1,1
206224001,"Trumbull Business College","Main Campus","3200 Ridge Road","Warren","OH","444843200",6,"Private for-profit, 2-year",29,130,159,0,0,0,0,0,0,0,0,0,1,1,1
206279001,"Union Institute & University","Main Campus","440 E MCMILLAN ST","CINCINNATI","OH","452061925",2,"Private nonprofit, 4-year or above",620,776,1396,0,0,0,0,0,0,0,0,0,1,1,1
206288001,"United Theological Seminary","Main Campus","4501 Denlinger Road","Trotwood","OH","454262308",2,"Private nonprofit, 4-year or above",296,246,542,0,0,0,0,0,0,0,0,0,1,1,1
206321001,"Upper Valley Career Center","Main Campus","8811 CAREER DR","PIQUA","OH","45356",7,"Public, less-than 2-year",141,142,283,0,2,0,0,11,0,0,6,0,1,1,1
206330001,"Urbana University","Main Campus","579 COLLEGE WAY","URBANA","OH","430782091",2,"Private nonprofit, 4-year or above",955,1087,2042,0,4,1,0,4,0,0,2,0,1,1,1
206349001,"Ursuline College","Ursuline College Main Campus","2550 LANDER RD","PEPPER PIKE","OH","441244398",2,"Private nonprofit, 4-year or above",103,1075,1178,0,0,0,0,0,0,0,0,0,1,1,1
206394001,"Virginia Marti College of Art and Design","Main Campus","11724 DETROIT AVENUE","LAKEWOOD","OH","44107",6,"Private for-profit, 2-year",30,105,135,0,0,0,0,0,0,0,0,0,1,1,1
206437001,"Walsh University","Main Campus","2020 East Maple Street","North Canton","OH","44720",2,"Private nonprofit, 4-year or above",1079,1781,2860,0,0,0,0,0,0,0,0,0,1,1,1
206446001,"Washington State Community College","Main Campus","710 COLEGATE DR","MARIETTA","OH","45750",4,"Public, 2-year",548,929,1477,0,0,0,0,0,0,0,0,0,1,1,1
206482001,"Western Hills School of Beauty and Hair Design","Main Campus","6490 GLENWAY","CINCINNATI","OH","45211",6,"Private for-profit, 2-year",4,172,176,0,0,0,0,0,0,0,0,0,1,1,1
206491001,"Wilberforce University","Main Campus","1055 N BICKETT RD","WILBERFORCE","OH","453841001",2,"Private nonprofit, 4-year or above",245,401,646,0,1,0,0,0,0,0,0,0,1,1,1
206507001,"Wilmington College","Main Campus","1870 Quaker Way","WILMINGTON","OH","45177",2,"Private nonprofit, 4-year or above",517,595,1112,0,2,3,0,2,2,0,5,3,1,1,1
206516001,"Winebrenner Theological Seminary","Main Campus","950 N. Main St.","FINDLAY","OH","45840",2,"Private nonprofit, 4-year or above",35,39,74,0,0,0,0,0,0,0,0,0,1,1,1
